Identifier,Location,Year,Habitat,count,Family,Species,length,a,b,abundance.500m2,biomass.kgha,mass.g,FG.fine,FG.coarse,lat,lon,Management,Island,state
67102,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67103,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67104,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67105,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67106,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67107,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67108,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67109,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67110,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67111,Praslin SW Patch,2022,Patch,2,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67112,Praslin SW Patch,2022,Patch,2,Pomacentridae,Chromis atripectoralis,8,0.0204,3.217,3.25,1.07,16.4,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67113,Praslin SW Patch,2022,Patch,2,Scaridae,Chlorurus sordidus,16,0.0182,3.15,3.25,7.34,113.0,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67114,Praslin SW Patch,2022,Patch,2,Scaridae,Chlorurus sordidus,15,0.0182,3.15,3.25,5.99,92.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67115,Praslin SW Patch,2022,Patch,2,Scaridae,Chlorurus sordidus,15,0.0182,3.15,3.25,5.99,92.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67116,Praslin SW Patch,2022,Patch,2,Scaridae,Chlorurus sordidus,14,0.0182,3.15,3.25,4.82,74.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67117,Praslin SW Patch,2022,Patch,2,Scaridae,Chlorurus sordidus,16,0.0182,3.15,3.25,7.34,113.0,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67118,Praslin SW Patch,2022,Patch,2,Scaridae,Chlorurus sordidus,16,0.0182,3.15,3.25,7.34,113.0,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67119,Praslin SW Patch,2022,Patch,2,Scaridae,Chlorurus sordidus,16,0.0182,3.15,3.25,7.34,113.0,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67120,Praslin SW Patch,2022,Patch,2,Scaridae,Chlorurus sordidus,14,0.0182,3.15,3.25,4.82,74.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67121,Praslin SW Patch,2022,Patch,2,Labridae,Thalassoma hebraicum,12,0.0183,2.862,3.25,1.46,22.4,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67122,Praslin SW Patch,2022,Patch,2,Labridae,Thalassoma hebraicum,14,0.0183,2.862,3.25,2.27,34.9,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67123,Praslin SW Patch,2022,Patch,2,Labridae,Labroides bicolor,12,0.0076,3.105,3.25,1.11,17.0,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67124,Praslin SW Patch,2022,Patch,2,Labridae,Stethojulis albovittata,11,0.0128,3.077,3.25,1.33,20.5,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67125,Praslin SW Patch,2022,Patch,2,Acanthuridae,Ctenochaetus striatus,15,0.0254,3.027,3.25,5.99,92.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67126,Praslin SW Patch,2022,Patch,2,Acanthuridae,Ctenochaetus striatus,15,0.0254,3.027,3.25,5.99,92.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67127,Praslin SW Patch,2022,Patch,2,Labridae,Labroides dimidiatus,10,0.0076,3.105,3.25,0.63,9.7,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67128,Praslin SW Patch,2022,Patch,2,Scaridae,Scarus prasiognathus,9,0.0142,3.14,3.25,0.91,14.1,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67129,Praslin SW Patch,2022,Patch,2,Scaridae,Scarus prasiognathus,9,0.0142,3.14,3.25,0.91,14.1,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67130,Praslin SW Patch,2022,Patch,2,Scaridae,Scarus prasiognathus,9,0.0142,3.14,3.25,0.91,14.1,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67131,Praslin SW Patch,2022,Patch,2,Scaridae,Scarus prasiognathus,9,0.0142,3.14,3.25,0.91,14.1,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67132,Praslin SW Patch,2022,Patch,2,Acanthuridae,Ctenochaetus truncatus,12,0.0254,3.027,3.25,3.05,46.9,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67133,Praslin SW Patch,2022,Patch,2,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67134,Praslin SW Patch,2022,Patch,2,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67135,Praslin SW Patch,2022,Patch,2,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67136,Praslin SW Patch,2022,Patch,2,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67137,Praslin SW Patch,2022,Patch,2,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67138,Praslin SW Patch,2022,Patch,2,Pomacentridae,Ambyglyphidodon leucogaster,8,0.0217,3,3.25,0.72,11.1,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67139,Praslin SW Patch,2022,Patch,3,Siganidae,Siganus puelloides,24,0.0131,3.088,3.25,15.55,239.5,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67140,Praslin SW Patch,2022,Patch,3,Siganidae,Siganus puelloides,24,0.0131,3.088,3.25,15.55,239.5,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67141,Praslin SW Patch,2022,Patch,3,Siganidae,Siganus puelloides,24,0.0131,3.088,3.25,15.55,239.5,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67142,Praslin SW Patch,2022,Patch,3,Siganidae,Siganus puelloides,24,0.0131,3.088,3.25,15.55,239.5,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67143,Praslin SW Patch,2022,Patch,3,Siganidae,Siganus puelloides,24,0.0131,3.088,3.25,15.55,239.5,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67144,Praslin SW Patch,2022,Patch,3,Siganidae,Siganus puelloides,24,0.0131,3.088,3.25,15.55,239.5,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67145,Praslin SW Patch,2022,Patch,3,Siganidae,Siganus puelloides,24,0.0131,3.088,3.25,15.55,239.5,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67146,Praslin SW Patch,2022,Patch,3,Scaridae,Scarus niger,48,0.0142,3.14,3.25,175.33,2700.1,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67147,Praslin SW Patch,2022,Patch,3,Scaridae,Scarus frenatus,32,0.0169,3.049,3.25,42.62,656.3,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67148,Praslin SW Patch,2022,Patch,3,Scaridae,Scarus prasiognathus,32,0.0142,3.14,3.25,49.08,755.9,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67149,Praslin SW Patch,2022,Patch,3,Scaridae,Chlorurus atrilunula,28,0.0182,3.15,3.25,42.77,658.6,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67150,Praslin SW Patch,2022,Patch,3,Scaridae,Chlorurus atrilunula,26,0.0182,3.15,3.25,33.86,521.5,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67151,Praslin SW Patch,2022,Patch,3,Scaridae,Chlorurus atrilunula,36,0.0182,3.15,3.25,94.39,1453.5,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67152,Praslin SW Patch,2022,Patch,3,Scaridae,Chlorurus atrilunula,28,0.0182,3.15,3.25,42.77,658.6,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67153,Praslin SW Patch,2022,Patch,3,Scaridae,Chlorurus atrilunula,26,0.0182,3.15,3.25,33.86,521.5,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67154,Praslin SW Patch,2022,Patch,3,Scaridae,Scarus ghobban,24,0.0169,3.049,3.25,17.73,273.0,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67155,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67156,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67157,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67158,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67159,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67160,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67161,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67162,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67163,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67164,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67165,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67166,Praslin SW Patch,2022,Patch,3,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67167,Praslin SW Patch,2022,Patch,3,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67168,Praslin SW Patch,2022,Patch,3,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67169,Praslin SW Patch,2022,Patch,3,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67170,Praslin SW Patch,2022,Patch,3,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67171,Praslin SW Patch,2022,Patch,3,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67172,Praslin SW Patch,2022,Patch,3,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67173,Praslin SW Patch,2022,Patch,3,Pomacentridae,Pomacentrus trilineatus,8,0.0135,3.312,3.25,0.86,13.2,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67174,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67175,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67176,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67177,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67178,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67179,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67180,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67181,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67182,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67183,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67184,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67185,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67186,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67187,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67188,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67189,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67190,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67191,Praslin SW Patch,2022,Patch,3,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67192,Praslin SW Patch,2022,Patch,3,Labridae,Stethojulis albovittata,12,0.0128,3.077,3.25,1.74,26.8,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67193,Praslin SW Patch,2022,Patch,3,Labridae,Gomphosus caeruleus,14,0.0177,3,3.25,3.15,48.6,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67194,Praslin SW Patch,2022,Patch,3,Labridae,Gomphosus caeruleus,8,0.0177,3,3.25,0.59,9.1,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67195,Praslin SW Patch,2022,Patch,3,Scaridae,Chlorurus atrilunula,8,0.0182,3.15,3.25,0.83,12.7,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67196,Praslin SW Patch,2022,Patch,3,Scaridae,Chlorurus atrilunula,8,0.0182,3.15,3.25,0.83,12.7,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67197,Praslin SW Patch,2022,Patch,3,Labridae,Labroides dimidiatus,8,0.0076,3.105,3.25,0.31,4.8,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67198,Praslin SW Patch,2022,Patch,3,Labridae,Labroides dimidiatus,8,0.0076,3.105,3.25,0.31,4.8,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67199,Praslin SW Patch,2022,Patch,3,Labridae,Halichoeres marginatus,10,0.0215,3,3.25,1.40,21.5,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67200,Praslin SW Patch,2022,Patch,3,Labridae,Hemigymnus fasciatus,8,0.0289,3,3.25,0.96,14.8,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67201,Praslin SW Patch,2022,Patch,3,Zanclidae,Zanclus cornutus,8,0.0172,3.171,3.25,0.82,12.6,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67202,Praslin SW Patch,2022,Patch,3,Chaetodontidae,Chaetodon zanzibariensis,10,0.038,2.921,3.25,2.06,31.7,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67203,Praslin SW Patch,2022,Patch,3,Scaridae,Chlorurus sordidus,35,0.0182,3.15,3.25,86.37,1330.1,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67204,Praslin SW Patch,2022,Patch,3,Labridae,Epibulus insidiator,24,0.0296,3,3.25,26.57,409.2,Invertivore & Piscivore,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67205,Praslin SW Patch,2022,Patch,3,Labridae,Cheilinus trilobatus,14,0.021,2.972,3.25,3.48,53.5,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67206,Praslin SW Patch,2022,Patch,4,Scaridae,Hipposcarus harid,32,0.0159,3,3.25,33.83,521.0,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67207,Praslin SW Patch,2022,Patch,4,Labridae,Hemigymnus melapterus,32,0.0286,3,3.25,60.85,937.2,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67208,Praslin SW Patch,2022,Patch,4,Acanthuridae,Acanthurus triostegus,14,0.1317,2.392,3.25,4.72,72.6,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67209,Praslin SW Patch,2022,Patch,4,Scaridae,Chlorurus strongylocephalus,40,0.0273,2.93,3.25,87.64,1349.6,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67210,Praslin SW Patch,2022,Patch,4,Scaridae,Scarus ghobban,26,0.0169,3.049,3.25,22.63,348.4,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67211,Praslin SW Patch,2022,Patch,4,Serranidae,Epinephelus merra,19,0.0236,2.824,3.25,6.26,96.4,Piscivore,Piscivore,-4.333943,55.692044,Fished,Praslin,Shifted
67212,Praslin SW Patch,2022,Patch,4,Scaridae,Scarus prasiognathus,34,0.0142,3.14,3.25,59.38,914.4,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67213,Praslin SW Patch,2022,Patch,4,Scaridae,Scarus prasiognathus,12,0.0142,3.14,3.25,2.26,34.7,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67214,Praslin SW Patch,2022,Patch,4,Scaridae,Scarus prasiognathus,14,0.0142,3.14,3.25,3.66,56.4,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67215,Praslin SW Patch,2022,Patch,4,Scaridae,Scarus prasiognathus,14,0.0142,3.14,3.25,3.66,56.4,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67216,Praslin SW Patch,2022,Patch,4,Scaridae,Scarus prasiognathus,10,0.0142,3.14,3.25,1.27,19.6,Herbivore Scraper,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67217,Praslin SW Patch,2022,Patch,4,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67218,Praslin SW Patch,2022,Patch,4,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,3.25,0.44,6.8,Corallivore,Corallivore,-4.333943,55.692044,Fished,Praslin,Shifted
67219,Praslin SW Patch,2022,Patch,4,Chaetodontidae,Chaetodon xanthocephalus,14,0.0312,2.953,3.25,4.91,75.6,Mixed-diet Feeder,Mixed-diet Feeder,-4.333943,55.692044,Fished,Praslin,Shifted
67220,Praslin SW Patch,2022,Patch,4,Zanclidae,Zanclus cornutus,12,0.0172,3.171,3.25,2.95,45.5,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67221,Praslin SW Patch,2022,Patch,4,Zanclidae,Zanclus cornutus,14,0.0172,3.171,3.25,4.81,74.1,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67222,Praslin SW Patch,2022,Patch,4,Zanclidae,Zanclus cornutus,14,0.0172,3.171,3.25,4.81,74.1,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67223,Praslin SW Patch,2022,Patch,4,Scaridae,Chlorurus sordidus,14,0.0182,3.15,3.25,4.82,74.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67224,Praslin SW Patch,2022,Patch,4,Scaridae,Chlorurus sordidus,14,0.0182,3.15,3.25,4.82,74.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67225,Praslin SW Patch,2022,Patch,4,Scaridae,Chlorurus sordidus,12,0.0182,3.15,3.25,2.96,45.7,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67226,Praslin SW Patch,2022,Patch,4,Scaridae,Chlorurus sordidus,15,0.0182,3.15,3.25,5.99,92.2,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67227,Praslin SW Patch,2022,Patch,4,Scaridae,Chlorurus sordidus,35,0.0182,3.15,3.25,86.37,1330.1,Herbivore Excavator,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67228,Praslin SW Patch,2022,Patch,4,Pomacanthidae,Pomacanthus semicirculatus,17,0.0286,3,3.25,9.12,140.5,Invertivore,Invertivore,-4.333943,55.692044,Fished,Praslin,Shifted
67229,Praslin SW Patch,2022,Patch,4,Pomacentridae,Ambyglyphidodon leucogaster,8,0.0217,3,3.25,0.72,11.1,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67230,Praslin SW Patch,2022,Patch,4,Pomacentridae,Ambyglyphidodon leucogaster,9,0.0217,3,3.25,1.03,15.8,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67231,Praslin SW Patch,2022,Patch,4,Pomacentridae,Ambyglyphidodon leucogaster,9,0.0217,3,3.25,1.03,15.8,Planktivore,Planktivore,-4.333943,55.692044,Fished,Praslin,Shifted
67232,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67233,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
67234,Praslin SW Patch,2022,Patch,4,Pomacentridae,Plectroglyphidodon lacrymatus,8,0.0612,2.635,3.25,0.95,15.0,Herbivore Grazer,Herbivore,-4.333943,55.692044,Fished,Praslin,Shifted
